Destination Port,Flow Duration,Total Fwd Packets,Total Backward Packets,Total Length of Fwd Packets,Total Length of Bwd Packets,Fwd Packet Length Max,Fwd Packet Length Min,Fwd Packet Length Mean,Fwd Packet Length Std,Bwd Packet Length Max,Bwd Packet Length Min,Bwd Packet Length Mean,Bwd Packet Length Std,Flow Bytes/s,Flow Packets/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Total,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Total,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Length,Bwd Header Length,Fwd Packets/s,Bwd Packets/s,Min Packet Length,Max Packet Length,Packet Length Mean,Packet Length Std,Packet Length Variance,FIN Flag Count,SYN Flag Count,RST Flag Count,PSH Flag Count,ACK Flag Count,URG Flag Count,CWE Flag Count,ECE Flag Count,Down/Up Ratio,Average Packet Size,Avg Fwd Segment Size,Avg Bwd Segment Size,Fwd Avg Bytes/Bulk,Fwd Avg Packets/Bulk,Fwd Avg Bulk Rate,Bwd Avg Bytes/Bulk,Bwd Avg Packets/Bulk,Bwd Avg Bulk Rate,Subflow Fwd Packets,Subflow Fwd Bytes,Subflow Bwd Packets,Subflow Bwd Bytes,Init_Win_bytes_forward,Init_Win_bytes_backward,act_data_pkt_fwd,min_seg_size_forward,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label
20441,185,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,64864.86486,10810.81081,185.0,0.0,185,185,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,5405.405405,5405.405405,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,6463702,5,3,1578,780,1560,0,315.6,695.6455994,772,2,260.0,443.4095173,364.8064221,1.237680821,923386.0,2406148.0,6379869,37,6463702,1615925.5,3176024.165,6379869,169,45273,22636.5,23708.58327,39401,5872,0,0,0,0,120,64,0.773550513,0.464130308,0,1560,262.0,549.0828717,301492.0,0,0,0,1,0,0,0,0,0,294.75,315.6,260.0,0,0,0,0,0,0,5,1578,3,780,29200,8190,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30880,2,2,76,160,38,38,38.0,0.0,80,80,80.0,0.0,7642.487047,129.5336788,10293.33333,17822.51414,30873,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,80,64,64.76683938,64.76683938,38,80,54.8,23.00434742,529.2,0,0,0,0,0,0,0,0,1,68.5,38.0,80.0,0,0,0,0,0,0,2,76,2,160,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,263,2,2,80,370,40,40,40.0,0.0,185,185,185.0,0.0,1711026.616,15209.12548,87.66666667,145.7818004,256,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,64,64,7604.562738,7604.562738,40,185,98.0,79.41977084,6307.5,0,0,0,0,0,0,0,0,1,122.5,40.0,185.0,0,0,0,0,0,0,2,80,2,370,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,30569,1,1,57,73,57,57,57.0,0.0,73,73,73.0,0.0,4252.674278,65.42575812,30569.0,0.0,30569,30569,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.71287906,32.71287906,57,73,62.33333333,9.237604307,85.33333333,0,0,0,0,0,0,0,0,1,93.5,57.0,73.0,0,0,0,0,0,0,1,57,1,73,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,15111882,5,5,768,259,768,0,153.6,343.4600413,259,0,51.8,115.8283212,67.95976835,0.661730948,1679098.0,3535115.142,9999517,51,10100000,2512804.5,4991156.319,9999517,154,15100000,3771738.25,4793952.911,10000000,1580,0,0,0,0,168,168,0.330865474,0.330865474,0,768,93.36363636,236.8587228,56102.05455,0,0,0,1,0,0,0,0,1,102.7,153.6,51.8,0,0,0,0,0,0,5,768,5,259,29200,32,1,32,51701.0,0.0,51701,51701,9999517.0,0.0,9999517,9999517,BENIGN
80,572,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,20979.02098,3496.503497,572.0,0.0,572,572,572,572.0,0.0,572,572,0,0.0,0.0,0,0,0,0,0,0,40,0,3496.503497,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,172,2,2,78,110,39,39,39.0,0.0,55,55,55.0,0.0,1093023.256,23255.81395,57.33333333,58.56051002,120,4,4,4.0,0.0,4,4,48,48.0,0.0,48,48,0,0,0,0,40,40,11627.90698,11627.90698,39,55,45.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,56.75,39.0,55.0,0,0,0,0,0,0,2,78,2,110,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
45918,22056,5,2,366,12,242,6,73.2,99.2053426,6,6,6.0,0.0,17138.19369,317.3739572,3676.0,8928.963859,21902,1,22056,5514.0,10994.6876,22006,1,4,4.0,0.0,4,4,1,0,0,0,100,40,226.6956837,90.67827349,6,242,77.5,104.7063922,10963.42857,0,1,0,0,1,0,0,0,0,88.57142857,73.2,6.0,0,0,0,0,0,0,5,366,2,12,288,0,4,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,164,2,2,72,194,36,36,36.0,0.0,97,97,97.0,0.0,1621951.22,24390.2439,54.66666667,88.62467677,157,3,3,3.0,0.0,3,3,4,4.0,0.0,4,4,0,0,0,0,40,40,12195.12195,12195.12195,36,97,60.4,33.41107601,1116.3,0,0,0,0,0,0,0,0,1,75.5,36.0,97.0,0,0,0,0,0,0,2,72,2,194,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,301,1,1,56,84,56,56,56.0,0.0,84,84,84.0,0.0,465116.2791,6644.518272,301.0,0.0,301,301,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,3322.259136,3322.259136,56,84,65.33333333,16.16580754,261.3333333,0,0,0,0,0,0,0,0,1,98.0,56.0,84.0,0,0,0,0,0,0,1,56,1,84,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50759,19,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,631578.9474,105263.1579,19.0,0.0,19,19,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,52631.57895,52631.57895,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,89,16205,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,93619412,2,2,123,263,71,52,61.5,13.43502884,153,110,131.5,30.40559159,4.123076526,0.042726182,31200000.0,53900000.0,93500000,26134,93500000,93500000.0,0.0,93500000,93500000,93600000,93600000.0,0.0,93600000,93600000,0,0,0,0,52,40,0.021363091,0.021363091,52,153,91.4,40.38935503,1631.3,0,0,0,0,0,0,0,0,1,114.25,61.5,131.5,0,0,0,0,0,0,2,123,2,263,-1,-1,1,20,26134.0,0.0,26134,26134,93500000.0,0.0,93500000,93500000,BENIGN
443,5646791,10,6,380,5013,193,0,38.0,66.52150864,1577,0,835.5,734.1519597,955.0557122,2.833467716,376452.7333,1383765.468,5375101,3,5646791,627421.2222,1781725.625,5375101,3,256366,51273.2,90762.21785,212389,47,0,0,0,0,224,132,1.770917323,1.062550394,0,1577,317.2352941,571.5479561,326667.0662,0,0,0,1,0,0,0,0,0,337.0625,38.0,835.5,0,0,0,0,0,0,10,380,6,5013,8192,60,8,20,271687.0,0.0,271687,271687,5375101.0,0.0,5375101,5375101,BENIGN
53,24242,2,2,48,146,24,24,24.0,0.0,73,73,73.0,0.0,8002.640046,165.0028876,8080.666667,13990.92907,24236,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,82.50144378,82.50144378,24,73,43.6,26.83840532,720.3,0,0,0,0,0,0,0,0,1,54.5,24.0,73.0,0,0,0,0,0,0,2,48,2,146,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,117648749,22,20,2198,4825,932,0,99.90909091,250.9983702,2246,0,241.25,604.8276723,59.6946424,0.356994871,2869481.683,4462997.234,10000000,26,118000000,5602321.381,4908138.813,10100000,48,112000000,5902234.789,5001236.295,10100000,47,0,0,0,0,712,648,0.186997314,0.169997558,0,2246,163.3255814,450.1352559,202621.7486,0,0,0,1,0,0,0,0,0,167.2142857,99.90909091,241.25,0,0,0,0,0,0,22,2198,20,4825,29200,130,5,32,169718.25,480502.642,1695519,30824,9634340.167,1310154.759,10000000,5474327,BENIGN
80,5278584,3,1,12,0,6,0,4.0,3.464101615,0,0,0.0,0.0,2.27333694,0.75777898,1759528.0,3027526.873,5255390,168,5278584,2639292.0,3699721.272,5255390,23194,0,0.0,0.0,0,0,0,0,0,0,72,32,0.568334235,0.189444745,0,6,2.4,3.286335345,10.8,0,0,0,1,0,0,0,0,0,3.0,4.0,0.0,0,0,0,0,0,0,3,12,1,0,8192,29200,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,15198,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,789.577576,131.5962627,15198.0,0.0,15198,15198,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,65.79813133,65.79813133,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,237,30,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
56575,70,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,171428.5714,28571.42857,70.0,0.0,70,70,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,14285.71429,14285.71429,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,119,255,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,78425,2,2,94,350,47,47,47.0,0.0,175,175,175.0,0.0,5661.459994,51.00414409,26141.66667,45193.82437,78327,49,49,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0,0,0,64,64,25.50207204,25.50207204,47,175,98.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,122.75,47.0,175.0,0,0,0,0,0,0,2,94,2,350,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,61114,4,2,136,236,34,34,34.0,0.0,118,118,118.0,0.0,6086.984979,98.17717708,12222.8,16739.8759,31248,3,31254,10418.0,18039.30916,31248,3,3,3.0,0.0,3,3,0,0,0,0,128,40,65.45145139,32.72572569,34,118,58.0,40.98780306,1680.0,0,0,0,0,0,0,0,0,0,67.66666667,34.0,118.0,0,0,0,0,0,0,4,136,2,236,-1,-1,3,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,158,2,2,62,94,31,31,31.0,0.0,47,47,47.0,0.0,987341.7722,25316.4557,52.66666667,52.15681483,107,3,3,3.0,0.0,3,3,48,48.0,0.0,48,48,0,0,0,0,64,64,12658.22785,12658.22785,31,47,37.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,46.75,31.0,47.0,0,0,0,0,0,0,2,62,2,94,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,192,2,2,70,166,35,35,35.0,0.0,83,83,83.0,0.0,1229166.667,20833.33333,64.0,105.6550993,186,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,10416.66667,10416.66667,35,83,54.2,26.29068276,691.2,0,0,0,0,0,0,0,0,1,67.75,35.0,83.0,0,0,0,0,0,0,2,70,2,166,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,134772,7,5,376,3508,201,0,53.71428571,78.68653906,1460,0,701.6,731.5646246,28819.04253,89.03926632,12252.0,17479.62326,44219,44,134772,22462.0,20607.17501,46904,168,74181,18545.25,33716.46062,69007,48,0,0,0,0,152,112,51.93957202,37.0996943,0,1460,298.7692308,539.9757948,291573.859,0,0,0,1,0,0,0,0,0,323.6666667,53.71428571,701.6,0,0,0,0,0,0,7,376,5,3508,8192,60,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,4,2,0,31,0,31,0,15.5,21.92031022,0,0,0.0,0.0,7750000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,64,0,500000.0,0.0,0,31,20.66666667,17.89785834,320.3333333,0,1,0,0,1,0,0,0,0,31.0,15.5,0.0,0,0,0,0,0,0,2,31,0,0,252,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23458,1,1,45,118,45,45,45.0,0.0,118,118,118.0,0.0,6948.588968,85.25876034,23458.0,0.0,23458,23458,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,42.62938017,42.62938017,45,118,69.33333333,42.14656965,1776.333333,0,0,0,0,0,0,0,0,1,104.0,45.0,118.0,0,0,0,0,0,0,1,45,1,118,-1,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
58278,32,1,1,6,6,6,6,6.0,0.0,6,6,6.0,0.0,375000.0,62500.0,32.0,0.0,32,32,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,31250.0,31250.0,6,6,6.0,0.0,0.0,0,0,0,0,1,1,0,0,1,9.0,6.0,6.0,0,0,0,0,0,0,1,6,1,6,913,16425,0,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,103,2,2,70,102,35,35,35.0,0.0,51,51,51.0,0.0,1669902.913,38834.95146,34.33333333,55.13921774,98,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,40,40,19417.47573,19417.47573,35,51,41.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,51.75,35.0,51.0,0,0,0,0,0,0,2,70,2,102,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,23997,2,2,92,254,46,46,46.0,0.0,127,127,127.0,0.0,14418.46898,166.6875026,7999.0,13808.79339,23944,4,4,4.0,0.0,4,4,49,49.0,0.0,49,49,0,0,0,0,64,64,83.3437513,83.3437513,46,127,78.4,44.36552716,1968.3,0,0,0,0,0,0,0,0,1,98.0,46.0,127.0,0,0,0,0,0,0,2,92,2,254,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,403,2,2,80,338,40,40,40.0,0.0,169,169,169.0,0.0,1037220.844,9925.558313,134.3333333,231.8066723,402,0,0,0.0,0.0,0,0,1,1.0,0.0,1,1,0,0,0,0,40,40,4962.779156,4962.779156,40,169,91.6,70.65620992,4992.3,0,0,0,0,0,0,0,0,1,114.5,40.0,169.0,0,0,0,0,0,0,2,80,2,338,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,161,2,2,82,114,41,41,41.0,0.0,57,57,57.0,0.0,1217391.304,24844.7205,53.66666667,88.62467677,156,2,3,3.0,0.0,3,3,2,2.0,0.0,2,2,0,0,0,0,40,40,12422.36025,12422.36025,41,57,47.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,59.25,41.0,57.0,0,0,0,0,0,0,2,82,2,114,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
50610,37,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,54054.05405,37.0,0.0,37,37,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,27027.02703,27027.02703,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,351,32832,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
54556,4,2,0,37,0,31,6,18.5,17.67766953,0,0,0.0,0.0,9250000.0,500000.0,4.0,0.0,4,4,4,4.0,0.0,4,4,0,0.0,0.0,0,0,1,0,0,0,40,0,500000.0,0.0,6,31,22.66666667,14.43375673,208.3333333,0,1,0,0,1,0,0,0,0,34.0,18.5,0.0,0,0,0,0,0,0,2,37,0,0,60,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,31197,1,1,49,121,49,49,49.0,0.0,121,121,121.0,0.0,5449.241914,64.1087284,31197.0,0.0,31197,31197,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,32.0543642,32.0543642,49,121,73.0,41.56921938,1728.0,0,0,0,0,0,0,0,0,1,109.5,49.0,121.0,0,0,0,0,0,0,1,49,1,121,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
88,1120,9,6,3226,3232,1613,0,358.4444444,711.2661441,1616,0,538.6666667,834.4988117,5766071.429,13392.85714,80.0,215.5640187,822,0,1120,140.0,334.4321413,958,0,1018,203.6,350.1275482,822,3,0,0,0,0,304,208,8035.714286,5357.142857,0,1616,403.625,722.0267654,521322.65,0,0,0,1,0,0,0,0,0,430.5333333,358.4444444,538.6666667,0,0,0,0,0,0,9,3226,6,3232,29200,2081,2,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,91328,2,2,72,394,36,36,36.0,0.0,197,197,197.0,0.0,5102.487737,43.798178,30442.66667,52724.78129,91324,1,1,1.0,0.0,1,1,3,3.0,0.0,3,3,0,0,0,0,80,40,21.899089,21.899089,36,197,100.4,88.18333176,7776.3,0,0,0,0,0,0,0,0,1,125.5,36.0,197.0,0,0,0,0,0,0,2,72,2,394,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,119485690,18,21,1357,4808,417,0,75.38888889,109.9000288,1430,0,228.952381,442.6244996,51.59613674,0.326398919,3144360.263,13300000.0,58900000,1,119000000,7028570.0,19500000.0,58900000,17,119000000,5969931.9,18100000.0,59000000,1,0,0,0,0,372,432,0.150645655,0.175753264,0,1430,154.125,334.9925516,112220.0096,0,0,0,1,0,0,0,0,1,158.0769231,75.38888889,228.952381,0,0,0,0,0,0,18,1357,21,4808,8192,368,17,20,825688.0,1043614.656,1563635,87741,58900000.0,54965.53142,58900000,58800000,BENIGN
53,24453,2,2,66,316,33,33,33.0,0.0,158,158,158.0,0.0,15621.8051,163.5791109,8151.0,14112.74998,24447,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,64,64,81.78955547,81.78955547,33,158,83.0,68.46531969,4687.5,0,0,0,0,0,0,0,0,1,103.75,33.0,158.0,0,0,0,0,0,0,2,66,2,316,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,170,2,2,96,128,48,48,48.0,0.0,64,64,64.0,0.0,1317647.059,23529.41176,56.66666667,92.08872533,163,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,40,40,11764.70588,11764.70588,48,64,54.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,68.0,48.0,64.0,0,0,0,0,0,0,2,96,2,128,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,32007,1,1,54,135,54,54,54.0,0.0,135,135,135.0,0.0,5904.95829,62.48633112,32007.0,0.0,32007,32007,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,31.24316556,31.24316556,54,135,81.0,46.7653718,2187.0,0,0,0,0,0,0,0,0,1,121.5,54.0,135.0,0,0,0,0,0,0,1,54,1,135,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
41839,2403,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4993.757803,832.2929671,2403.0,0.0,2403,2403,2403,2403.0,0.0,2403,2403,0,0.0,0.0,0,0,0,0,0,0,40,0,832.2929671,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,137,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,213,2,2,88,344,44,44,44.0,0.0,172,172,172.0,0.0,2028169.014,18779.34272,71.0,116.9144987,206,3,4,4.0,0.0,4,4,3,3.0,0.0,3,3,0,0,0,0,64,64,9389.671362,9389.671362,44,172,95.2,70.10848736,4915.2,0,0,0,0,0,0,0,0,1,119.0,44.0,172.0,0,0,0,0,0,0,2,88,2,344,-1,-1,1,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,157,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12738.8535,157.0,0.0,157,157,157,157.0,0.0,157,157,0,0.0,0.0,0,0,0,0,0,0,64,0,12738.8535,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,561,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,5378835,7,4,328,157,228,0,46.85714286,81.93987343,145,0,39.25,70.55671478,90.16822416,2.045052507,537883.5,1519543.732,4856372,13,5378835,896472.5,1984517.534,4942616,48,476034,158678.0,160335.8332,320634,13,0,0,0,0,152,92,1.30139705,0.743655457,0,228,40.41666667,72.07881839,5195.356061,0,0,0,1,0,0,0,0,0,44.09090909,46.85714286,39.25,0,0,0,0,0,0,7,328,4,157,8192,110,6,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,65401452,13,14,1552,1039,948,0,119.3846154,286.9780881,858,0,74.21428571,229.1315304,39.61685744,0.412834871,2515440.462,4271461.803,10000000,3,61000000,5081027.583,5229217.959,10100000,1429,65300000,5024149.923,5031874.744,10100000,3,0,0,0,0,424,456,0.198772345,0.214062526,0,948,92.53571429,250.4386496,62719.5172,0,0,0,1,0,0,0,0,1,95.96296296,119.3846154,74.21428571,0,0,0,0,0,0,13,1552,14,1039,29200,245,3,32,147720.6667,147253.355,448300,87397,10000000.0,26665.05867,10000000,9960006,BENIGN
19411,20460,3,0,18,0,6,6,6.0,0.0,0,0,0.0,0.0,879.7653959,146.627566,10230.0,14399.52249,20412,48,20460,10230.0,14399.52249,20412,48,0,0.0,0.0,0,0,0,0,0,0,60,0,146.627566,0.0,6,6,6.0,0.0,0.0,0,0,0,0,1,0,0,0,0,8.0,6.0,0.0,0,0,0,0,0,0,3,18,0,0,1584,-1,2,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
443,116133367,26,28,6065,7328,1525,0,233.2692308,517.5045938,1448,0,261.7142857,484.1346505,115.3243064,0.464982644,2191195.604,4077864.568,10000000,3,116000000,4645334.68,5012598.702,10100000,3,112000000,4161404.037,5052257.618,10100000,3,0,0,0,0,840,904,0.223880532,0.241102112,0,1525,243.5090909,492.4430733,242500.1805,0,0,0,1,0,0,0,0,1,248.0185185,233.2692308,261.7142857,0,0,0,0,0,0,26,6065,28,7328,29200,10392,7,32,189094.4545,255406.5068,959174,111983,10000000.0,21604.28381,10000000,9959877,BENIGN
80,115970920,16,14,661,710,577,0,41.3125,142.8578402,704,0,50.71428571,188.0353602,11.82192915,0.258685539,3998997.241,4861460.19,10000000,63,116000000,7731394.667,4112006.631,10000000,95,110000000,8495958.923,3752516.087,10000000,37191,0,0,0,0,332,424,0.137965621,0.120719918,0,704,44.22580645,160.0470159,25615.04731,0,0,0,1,0,0,0,0,0,45.7,41.3125,50.71428571,0,0,0,0,0,0,16,661,14,710,8192,344,15,20,61955.90909,82985.67423,312167,36733,9978716.545,55748.91576,10000000,9811218,BENIGN
49667,3,2,0,12,0,6,6,6.0,0.0,0,0,0.0,0.0,4000000.0,666666.6667,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0.0,0.0,0,0,0,0,0,0,40,0,666666.6667,0.0,6,6,6.0,0.0,0.0,1,0,0,0,0,0,0,0,0,9.0,6.0,0.0,0,0,0,0,0,0,2,12,0,0,0,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,238,2,2,80,244,40,40,40.0,0.0,122,122,122.0,0.0,1361344.538,16806.72269,79.33333333,94.23552055,185,4,49,49.0,0.0,49,49,4,4.0,0.0,4,4,0,0,0,0,80,80,8403.361345,8403.361345,40,122,72.8,44.91324972,2017.2,0,0,0,0,0,0,0,0,1,91.0,40.0,122.0,0,0,0,0,0,0,2,80,2,244,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,163,2,2,120,152,60,60,60.0,0.0,76,76,76.0,0.0,1668711.656,24539.8773,54.33333333,88.91194146,157,3,3,3.0,0.0,3,3,3,3.0,0.0,3,3,0,0,0,0,40,40,12269.93865,12269.93865,60,76,66.4,8.76356092,76.8,0,0,0,0,0,0,0,0,1,83.0,60.0,76.0,0,0,0,0,0,0,2,120,2,152,-1,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
53,166416,1,1,48,144,48,48,48.0,0.0,144,144,144.0,0.0,1153.735218,12.01807519,166416.0,0.0,166416,166416,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,32,32,6.009037593,6.009037593,48,144,80.0,55.42562584,3072.0,0,0,0,0,0,0,0,0,1,120.0,48.0,144.0,0,0,0,0,0,0,1,48,1,144,-1,-1,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
21,52,1,2,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,57692.30769,26.0,32.52691193,49,3,0,0.0,0.0,0,0,49,49.0,0.0,49,49,0,0,0,0,32,64,19230.76923,38461.53846,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,2,0.0,0.0,0.0,0,0,0,0,0,0,1,0,2,0,229,227,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
137,49,2,0,124,0,62,62,62.0,0.0,0,0,0.0,0.0,2530612.245,40816.32653,49.0,0.0,49,49,49,49.0,0.0,49,49,0,0.0,0.0,0,0,0,0,0,0,80,0,40816.32653,0.0,62,62,62.0,0.0,0.0,0,0,0,0,0,0,0,0,0,93.0,62.0,0.0,0,0,0,0,0,0,2,124,0,0,-1,-1,1,40,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
80,116788373,18,15,950,3626,430,0,52.77777778,137.2419742,1810,0,241.7333333,636.7165176,39.18198261,0.282562375,3649636.656,4764762.536,9977697,0,117000000,6869904.294,4560222.732,10000000,24251,111000000,7915664.857,4139276.197,10000000,562,0,0,0,0,372,444,0.154124932,0.128437443,0,1810,134.5882353,437.1637317,191112.1283,0,0,0,1,0,0,0,0,0,138.6666667,52.77777778,241.7333333,0,0,0,0,0,0,18,950,15,3626,8192,980,17,20,100198.6364,253380.7779,864160,22943,9974358.0,8199.899292,9977697,9949960,BENIGN
38292,25101,1,3,0,18,0,0,0.0,0.0,6,6,6.0,0.0,717.1029043,159.3562009,8367.0,13710.98377,24191,17,0,0.0,0.0,0,0,24208,12104.0,17093.59933,24191,17,0,0,0,0,32,60,39.83905024,119.5171507,0,6,3.6,3.286335345,10.8,0,0,0,0,1,0,0,0,3,4.5,0.0,6.0,0,0,0,0,0,0,1,0,3,18,235,0,0,32,0.0,0.0,0,0,0.0,0.0,0,0,BENIGN
